,Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Date_formatted,season,season_name,Hour,time_of_day,Month,Day,rating_label,Cummulative_Sales
525,719-89-8991,A,Yangon,Member,Female,Sports and travel,91.41,5,22.85,479.9,2/25/2019,16:03:00,Ewallet,457.05,4.76,22.85,7.1,2019-02-25,1,Winter,16,Noon,2,25,Moderate,201091.34999999995
538,308-81-0538,A,Yangon,Normal,Female,Fashion accessories,73.05,4,14.61,306.81,2/25/2019,17:16:00,Credit card,292.2,4.76,14.61,4.9,2019-02-25,1,Winter,17,Evening,2,25,Very low,201398.15999999995
570,834-83-1826,B,Mandalay,Member,Female,Home and lifestyle,82.04,5,20.51,430.71,2/25/2019,17:16:00,Credit card,410.2,4.76,20.51,7.6,2019-02-25,1,Winter,17,Evening,2,25,High,201828.86999999994
831,636-17-0325,B,Mandalay,Normal,Male,Health and beauty,62.57,4,12.51,262.79,2/25/2019,18:37:00,Cash,250.28,4.76,12.51,9.5,2019-02-25,1,Winter,18,Evening,2,25,Very High,202091.65999999995
914,459-45-2396,A,Yangon,Member,Female,Food and beverages,99.6,3,14.94,313.74,2/25/2019,18:45:00,Cash,298.8,4.76,14.94,5.8,2019-02-25,1,Winter,18,Evening,2,25,Low,202405.39999999994
30,871-79-8483,B,Mandalay,Normal,Male,Fashion accessories,94.13,5,23.53,494.18,2/25/2019,19:39:00,Credit card,470.65,4.76,23.53,4.8,2019-02-25,1,Winter,19,Evening,2,25,Very low,202899.57999999993
475,502-05-1910,A,Yangon,Normal,Male,Health and beauty,65.18,3,9.78,205.32,2/25/2019,20:35:00,Credit card,195.54,4.76,9.78,6.3,2019-02-25,1,Winter,20,Evening,2,25,Low,203104.89999999994
877,608-05-3804,B,Mandalay,Member,Male,Electronic accessories,39.75,1,1.99,41.74,2/25/2019,20:19:00,Cash,39.75,4.76,1.99,6.1,2019-02-25,1,Winter,20,Evening,2,25,Low,203146.63999999993
228,466-61-5506,B,Mandalay,Member,Female,Electronic accessories,90.7,6,27.21,571.41,2/26/2019,10:52:00,Cash,544.2,4.76,27.21,5.3,2019-02-26,1,Winter,10,Morning,2,26,Low,203718.04999999993
494,437-53-3084,B,Mandalay,Normal,Male,Fashion accessories,99.89,2,9.99,209.77,2/26/2019,11:48:00,Ewallet,199.78,4.76,9.99,7.1,2019-02-26,1,Winter,11,Morning,2,26,Moderate,203927.81999999992
770,707-32-7409,B,Mandalay,Member,Female,Sports and travel,95.54,4,19.11,401.27,2/26/2019,11:58:00,Ewallet,382.16,4.76,19.11,4.5,2019-02-26,1,Winter,11,Morning,2,26,Very low,204329.0899999999
794,702-72-0487,A,Yangon,Normal,Female,Electronic accessories,46.61,2,4.66,97.88,2/26/2019,12:28:00,Credit card,93.22,4.76,4.66,6.6,2019-02-26,1,Winter,12,Morning,2,26,Moderate,204426.9699999999
977,518-71-6847,B,Mandalay,Member,Male,Food and beverages,26.6,6,7.98,167.58,2/26/2019,15:10:00,Ewallet,159.6,4.76,7.98,4.9,2019-02-26,1,Winter,15,Noon,2,26,Very low,204594.5499999999
274,477-24-6490,B,Mandalay,Normal,Female,Health and beauty,99.71,6,29.91,628.17,2/26/2019,16:52:00,Ewallet,598.26,4.76,29.91,7.9,2019-02-26,1,Winter,16,Noon,2,26,High,205222.7199999999
659,491-38-3499,A,Yangon,Member,Male,Fashion accessories,55.45,1,2.77,58.22,2/26/2019,17:46:00,Credit card,55.45,4.76,2.77,4.9,2019-02-26,1,Winter,17,Evening,2,26,Very low,205280.93999999992
264,154-74-7179,B,Mandalay,Normal,Male,Sports and travel,54.45,1,2.72,57.17,2/26/2019,19:24:00,Ewallet,54.45,4.76,2.72,7.9,2019-02-26,1,Winter,19,Evening,2,26,High,205338.10999999993
320,649-11-3678,C,Naypyitaw,Normal,Female,Food and beverages,22.93,9,10.32,216.69,2/26/2019,20:26:00,Cash,206.37,4.76,10.32,5.5,2019-02-26,1,Winter,20,Evening,2,26,Low,205554.79999999993
656,250-81-7186,C,Naypyitaw,Normal,Female,Electronic accessories,99.69,1,4.98,104.67,2/27/2019,10:23:00,Credit card,99.69,4.76,4.98,8.0,2019-02-27,1,Winter,10,Morning,2,27,High,205659.46999999994
349,400-45-1220,B,Mandalay,Normal,Female,Health and beauty,13.5,10,6.75,141.75,2/27/2019,11:06:00,Credit card,135.0,4.76,6.75,4.8,2019-02-27,1,Winter,11,Morning,2,27,Very low,205801.21999999994
932,243-55-8457,A,Yangon,Normal,Female,Food and beverages,74.44,10,37.22,781.62,2/27/2019,11:40:00,Ewallet,744.4,4.76,37.22,5.1,2019-02-27,1,Winter,11,Morning,2,27,Very low,206582.83999999994
683,105-10-6182,A,Yangon,Member,Male,Fashion accessories,21.48,2,2.15,45.11,2/27/2019,12:22:00,Ewallet,42.96,4.76,2.15,6.6,2019-02-27,1,Winter,12,Morning,2,27,Moderate,206627.94999999992
793,263-12-5321,A,Yangon,Member,Male,Electronic accessories,92.6,7,32.41,680.61,2/27/2019,12:52:00,Credit card,648.2,4.76,32.41,9.3,2019-02-27,1,Winter,12,Morning,2,27,Very High,207308.5599999999
361,605-72-4132,C,Naypyitaw,Normal,Female,Food and beverages,94.47,8,37.79,793.55,2/27/2019,15:12:00,Cash,755.76,4.76,37.79,9.1,2019-02-27,1,Winter,15,Noon,2,27,Very High,208102.1099999999
345,135-84-8019,A,Yangon,Normal,Female,Fashion accessories,77.93,9,35.07,736.44,2/27/2019,16:10:00,Ewallet,701.37,4.76,35.07,7.6,2019-02-27,1,Winter,16,Noon,2,27,High,208838.5499999999
46,370-41-7321,B,Mandalay,Member,Male,Health and beauty,56.69,9,25.51,535.72,2/27/2019,17:24:00,Credit card,510.21,4.76,25.51,8.4,2019-02-27,1,Winter,17,Evening,2,27,High,209374.2699999999
89,318-68-5053,B,Mandalay,Normal,Female,Health and beauty,76.99,6,23.1,485.04,2/27/2019,17:55:00,Cash,461.94,4.76,23.1,6.1,2019-02-27,1,Winter,17,Evening,2,27,Low,209859.3099999999
428,741-73-3559,B,Mandalay,Normal,Male,Sports and travel,67.27,5,16.82,353.17,2/27/2019,17:27:00,Cash,336.35,4.76,16.82,6.9,2019-02-27,1,Winter,17,Evening,2,27,Moderate,210212.47999999992
639,665-63-9737,B,Mandalay,Normal,Male,Fashion accessories,52.42,3,7.86,165.12,2/27/2019,17:36:00,Ewallet,157.26,4.76,7.86,7.5,2019-02-27,1,Winter,17,Evening,2,27,Moderate,210377.59999999992
702,191-29-0321,B,Mandalay,Member,Female,Fashion accessories,19.77,10,9.88,207.58,2/27/2019,18:57:00,Credit card,197.7,4.76,9.88,5.0,2019-02-27,1,Winter,18,Evening,2,27,Very low,210585.1799999999
758,250-17-5703,A,Yangon,Member,Male,Food and beverages,18.85,10,9.43,197.92,2/27/2019,18:24:00,Ewallet,188.5,4.76,9.43,5.6,2019-02-27,1,Winter,18,Evening,2,27,Low,210783.09999999992
771,759-98-4285,C,Naypyitaw,Member,Female,Health and beauty,85.87,7,30.05,631.14,2/27/2019,19:01:00,Credit card,601.09,4.76,30.05,8.0,2019-02-27,1,Winter,19,Evening,2,27,High,211414.23999999993
486,709-58-4068,B,Mandalay,Normal,Female,Fashion accessories,41.09,10,20.54,431.44,2/28/2019,14:42:00,Cash,410.9,4.76,20.54,7.3,2019-02-28,1,Winter,14,Noon,2,28,Moderate,211845.67999999993
841,291-59-1384,B,Mandalay,Normal,Male,Electronic accessories,60.3,1,3.02,63.32,2/28/2019,17:38:00,Cash,60.3,4.76,3.02,6.0,2019-02-28,1,Winter,17,Evening,2,28,Low,211908.99999999994
242,142-72-4741,C,Naypyitaw,Member,Male,Fashion accessories,93.2,2,9.32,195.72,2/28/2019,18:37:00,Credit card,186.4,4.76,9.32,6.0,2019-02-28,1,Winter,18,Evening,2,28,Low,212104.71999999994
55,399-46-5918,C,Naypyitaw,Normal,Female,Electronic accessories,85.98,8,34.39,722.23,2/28/2019,19:01:00,Cash,687.84,4.76,34.39,8.2,2019-02-28,1,Winter,19,Evening,2,28,High,212826.94999999995
731,635-28-5728,A,Yangon,Normal,Male,Health and beauty,56.0,3,8.4,176.4,2/28/2019,19:33:00,Ewallet,168.0,4.76,8.4,4.8,2019-02-28,1,Winter,19,Evening,2,28,Very low,213003.34999999995
710,786-94-2700,A,Yangon,Member,Male,Food and beverages,80.62,6,24.19,507.91,2/28/2019,20:18:00,Cash,483.72,4.76,24.19,9.1,2019-02-28,1,Winter,20,Evening,2,28,Very High,213511.25999999995
674,811-03-8790,A,Yangon,Normal,Female,Electronic accessories,45.48,10,22.74,477.54,3/1/2019,10:22:00,Credit card,454.8,4.76,22.74,4.8,2019-03-01,2,Spring,10,Morning,3,1,Very low,213988.79999999996
595,470-31-3286,B,Mandalay,Normal,Male,Health and beauty,14.82,3,2.22,46.68,3/1/2019,11:30:00,Credit card,44.46,4.76,2.22,8.7,2019-03-01,2,Spring,11,Morning,3,1,High,214035.47999999995
579,207-73-1363,B,Mandalay,Normal,Male,Health and beauty,69.51,2,6.95,145.97,3/1/2019,12:15:00,Ewallet,139.02,4.76,6.95,8.1,2019-03-01,2,Spring,12,Morning,3,1,High,214181.44999999995
101,189-98-2939,C,Naypyitaw,Normal,Male,Fashion accessories,78.55,9,35.35,742.3,3/1/2019,13:22:00,Cash,706.95,4.76,35.35,7.2,2019-03-01,2,Spring,13,Noon,3,1,Moderate,214923.74999999994
358,453-63-6187,B,Mandalay,Normal,Male,Electronic accessories,27.5,3,4.12,86.62,3/1/2019,15:40:00,Ewallet,82.5,4.76,4.12,6.5,2019-03-01,2,Spring,15,Noon,3,1,Moderate,215010.36999999994
383,153-58-4872,C,Naypyitaw,Member,Female,Food and beverages,74.89,4,14.98,314.54,3/1/2019,15:32:00,Ewallet,299.56,4.76,14.98,4.2,2019-03-01,2,Spring,15,Noon,3,1,Very low,215324.90999999995
730,247-11-2470,A,Yangon,Member,Female,Fashion accessories,22.32,4,4.46,93.74,3/1/2019,16:23:00,Credit card,89.28,4.76,4.46,4.4,2019-03-01,2,Spring,16,Noon,3,1,Very low,215418.64999999994
518,220-28-1851,A,Yangon,Normal,Male,Home and lifestyle,34.73,2,3.47,72.93,3/1/2019,18:14:00,Ewallet,69.46,4.76,3.47,9.7,2019-03-01,2,Spring,18,Evening,3,1,Very High,215491.57999999993
575,339-96-8318,B,Mandalay,Member,Male,Fashion accessories,81.31,7,28.46,597.63,3/1/2019,19:49:00,Ewallet,569.17,4.76,28.46,6.3,2019-03-01,2,Spring,19,Evening,3,1,Low,216089.20999999993
734,238-45-6950,B,Mandalay,Member,Male,Food and beverages,53.72,1,2.69,56.41,3/1/2019,20:03:00,Ewallet,53.72,4.76,2.69,6.4,2019-03-01,2,Spring,20,Evening,3,1,Low,216145.61999999994
465,878-30-2331,C,Naypyitaw,Member,Female,Sports and travel,54.55,10,27.28,572.78,3/2/2019,11:22:00,Credit card,545.5,4.76,27.28,7.1,2019-03-02,2,Spring,11,Morning,3,2,Moderate,216718.39999999994
704,640-48-5028,B,Mandalay,Member,Female,Home and lifestyle,88.39,9,39.78,835.29,3/2/2019,12:40:00,Cash,795.51,4.76,39.78,6.3,2019-03-02,2,Spring,12,Morning,3,2,Low,217553.68999999994
919,636-98-3364,B,Mandalay,Member,Female,Electronic accessories,26.26,3,3.94,82.72,3/2/2019,12:36:00,Ewallet,78.78,4.76,3.94,6.3,2019-03-02,2,Spring,12,Morning,3,2,Low,217636.40999999995
115,225-98-1496,C,Naypyitaw,Normal,Female,Fashion accessories,27.02,3,4.05,85.11,3/2/2019,13:01:00,Credit card,81.06,4.76,4.05,7.1,2019-03-02,2,Spring,13,Noon,3,2,Moderate,217721.51999999993
672,576-31-4774,B,Mandalay,Normal,Female,Health and beauty,73.41,3,11.01,231.24,3/2/2019,13:10:00,Ewallet,220.23,4.76,11.01,4.0,2019-03-02,2,Spring,13,Noon,3,2,Very low,217952.75999999992
898,725-54-0677,C,Naypyitaw,Member,Male,Health and beauty,85.6,7,29.96,629.16,3/2/2019,13:50:00,Cash,599.2,4.76,29.96,5.3,2019-03-02,2,Spring,13,Noon,3,2,Low,218581.91999999993
353,565-67-6697,B,Mandalay,Member,Male,Home and lifestyle,27.0,9,12.15,255.15,3/2/2019,14:16:00,Cash,243.0,4.76,12.15,4.8,2019-03-02,2,Spring,14,Noon,3,2,Very low,218837.06999999992
569,408-26-9866,C,Naypyitaw,Normal,Female,Sports and travel,73.98,7,25.89,543.75,3/2/2019,16:42:00,Ewallet,517.86,4.76,25.89,4.1,2019-03-02,2,Spring,16,Noon,3,2,Very low,219380.81999999992
842,860-73-6466,A,Yangon,Member,Female,Sports and travel,39.47,2,3.95,82.89,3/2/2019,16:16:00,Credit card,78.94,4.76,3.95,5.0,2019-03-02,2,Spring,16,Noon,3,2,Very low,219463.70999999993
892,607-76-6216,C,Naypyitaw,Member,Female,Fashion accessories,92.49,5,23.12,485.57,3/2/2019,16:35:00,Credit card,462.45,4.76,23.12,8.6,2019-03-02,2,Spring,16,Noon,3,2,High,219949.27999999994
24,549-59-1358,A,Yangon,Member,Male,Sports and travel,88.63,3,13.29,279.18,3/2/2019,17:36:00,Ewallet,265.89,4.76,13.29,6.0,2019-03-02,2,Spring,17,Evening,3,2,Low,220228.45999999993
996,303-96-2227,B,Mandalay,Normal,Female,Home and lifestyle,97.38,10,48.69,1022.49,3/2/2019,17:16:00,Ewallet,973.8,4.76,48.69,4.4,2019-03-02,2,Spring,17,Evening,3,2,Very low,221250.94999999992
940,720-72-2436,A,Yangon,Normal,Male,Food and beverages,66.52,4,13.3,279.38,3/2/2019,18:14:00,Ewallet,266.08,4.76,13.3,6.9,2019-03-02,2,Spring,18,Evening,3,2,Moderate,221530.32999999993
965,172-42-8274,B,Mandalay,Normal,Female,Electronic accessories,38.27,2,3.83,80.37,3/2/2019,18:18:00,Credit card,76.54,4.76,3.83,5.8,2019-03-02,2,Spring,18,Evening,3,2,Low,221610.69999999992
209,817-69-8206,B,Mandalay,Normal,Female,Electronic accessories,99.73,9,44.88,942.45,3/2/2019,19:42:00,Credit card,897.57,4.76,44.88,6.5,2019-03-02,2,Spring,19,Evening,3,2,Moderate,222553.14999999994
238,346-84-3103,B,Mandalay,Member,Female,Electronic accessories,13.22,5,3.3,69.4,3/2/2019,19:26:00,Cash,66.1,4.76,3.3,4.3,2019-03-02,2,Spring,19,Evening,3,2,Very low,222622.54999999993
252,883-17-4236,C,Naypyitaw,Normal,Female,Sports and travel,14.39,2,1.44,30.22,3/2/2019,19:44:00,Credit card,28.78,4.76,1.44,7.2,2019-03-02,2,Spring,19,Evening,3,2,Moderate,222652.76999999993
929,825-94-5922,B,Mandalay,Normal,Male,Sports and travel,25.31,2,2.53,53.15,3/2/2019,19:26:00,Ewallet,50.62,4.76,2.53,7.2,2019-03-02,2,Spring,19,Evening,3,2,Moderate,222705.91999999993
590,302-15-2162,C,Naypyitaw,Member,Male,Health and beauty,46.53,6,13.96,293.14,3/3/2019,10:54:00,Credit card,279.18,4.76,13.96,4.3,2019-03-03,2,Spring,10,Morning,3,3,Very low,222999.05999999994
461,234-03-4040,B,Mandalay,Member,Female,Food and beverages,73.05,10,36.52,767.02,3/3/2019,12:25:00,Credit card,730.5,4.76,36.52,8.7,2019-03-03,2,Spring,12,Morning,3,3,High,223766.07999999993
2,631-41-3108,A,Yangon,Normal,Male,Home and lifestyle,46.33,7,16.22,340.53,3/3/2019,13:23:00,Credit card,324.31,4.76,16.22,7.4,2019-03-03,2,Spring,13,Noon,3,3,Moderate,224106.60999999993
39,777-82-7220,B,Mandalay,Member,Male,Home and lifestyle,30.12,8,12.05,253.01,3/3/2019,13:01:00,Cash,240.96,4.76,12.05,7.7,2019-03-03,2,Spring,13,Noon,3,3,High,224359.61999999994
295,211-05-0490,C,Naypyitaw,Member,Female,Electronic accessories,51.92,5,12.98,272.58,3/3/2019,13:42:00,Cash,259.6,4.76,12.98,7.5,2019-03-03,2,Spring,13,Noon,3,3,Moderate,224632.19999999992
109,861-77-0145,C,Naypyitaw,Member,Male,Electronic accessories,81.97,10,40.98,860.68,3/3/2019,14:30:00,Cash,819.7,4.76,40.98,9.2,2019-03-03,2,Spring,14,Noon,3,3,Very High,225492.87999999992
453,568-88-3448,A,Yangon,Normal,Male,Health and beauty,25.0,1,1.25,26.25,3/3/2019,15:09:00,Ewallet,25.0,4.76,1.25,5.5,2019-03-03,2,Spring,15,Noon,3,3,Low,225519.12999999992
176,175-54-2529,A,Yangon,Member,Male,Food and beverages,22.17,8,8.87,186.23,3/3/2019,17:01:00,Credit card,177.36,4.76,8.87,9.6,2019-03-03,2,Spring,17,Evening,3,3,Very High,225705.35999999993
783,468-99-7231,C,Naypyitaw,Normal,Female,Home and lifestyle,44.01,8,17.6,369.68,3/3/2019,17:36:00,Cash,352.08,4.76,17.6,8.8,2019-03-03,2,Spring,17,Evening,3,3,Very High,226075.03999999992
172,733-33-4967,C,Naypyitaw,Normal,Male,Electronic accessories,20.85,8,8.34,175.14,3/3/2019,19:17:00,Cash,166.8,4.76,8.34,6.3,2019-03-03,2,Spring,19,Evening,3,3,Low,226250.17999999993
186,305-14-0245,B,Mandalay,Member,Female,Home and lifestyle,94.49,8,37.8,793.72,3/3/2019,19:00:00,Ewallet,755.92,4.76,37.8,7.5,2019-03-03,2,Spring,19,Evening,3,3,Moderate,227043.89999999994
801,324-41-6833,C,Naypyitaw,Member,Female,Electronic accessories,30.2,8,12.08,253.68,3/3/2019,19:30:00,Ewallet,241.6,4.76,12.08,5.1,2019-03-03,2,Spring,19,Evening,3,3,Very low,227297.57999999993
636,610-46-4100,A,Yangon,Normal,Male,Health and beauty,28.95,7,10.13,212.78,3/3/2019,20:31:00,Credit card,202.65,4.76,10.13,6.0,2019-03-03,2,Spring,20,Evening,3,3,Low,227510.35999999993
790,651-96-5970,A,Yangon,Normal,Male,Fashion accessories,46.41,1,2.32,48.73,3/3/2019,20:06:00,Credit card,46.41,4.76,2.32,4.0,2019-03-03,2,Spring,20,Evening,3,3,Very low,227559.08999999994
823,276-75-6884,A,Yangon,Normal,Female,Health and beauty,68.71,3,10.31,216.44,3/4/2019,10:05:00,Cash,206.13,4.76,10.31,8.7,2019-03-04,2,Spring,10,Morning,3,4,High,227775.52999999994
976,221-25-5073,A,Yangon,Normal,Female,Food and beverages,74.66,4,14.93,313.57,3/4/2019,10:39:00,Cash,298.64,4.76,14.93,8.5,2019-03-04,2,Spring,10,Morning,3,4,High,228089.09999999995
184,586-25-0848,A,Yangon,Normal,Female,Sports and travel,12.34,7,4.32,90.7,3/4/2019,11:19:00,Credit card,86.38,4.76,4.32,6.7,2019-03-04,2,Spring,11,Morning,3,4,Moderate,228179.79999999996
803,759-29-9521,A,Yangon,Member,Female,Fashion accessories,48.96,9,22.03,462.67,3/4/2019,11:27:00,Cash,440.64,4.76,22.03,8.0,2019-03-04,2,Spring,11,Morning,3,4,High,228642.46999999997
589,227-50-3718,A,Yangon,Normal,Male,Health and beauty,14.62,5,3.66,76.76,3/4/2019,12:23:00,Cash,73.1,4.76,3.66,4.4,2019-03-04,2,Spring,12,Morning,3,4,Very low,228719.22999999998
692,689-05-1884,A,Yangon,Member,Male,Health and beauty,48.63,10,24.32,510.62,3/4/2019,12:44:00,Cash,486.3,4.76,24.32,8.8,2019-03-04,2,Spring,12,Morning,3,4,Very High,229229.84999999998
283,667-92-0055,A,Yangon,Member,Male,Health and beauty,99.83,6,29.95,628.93,3/4/2019,15:02:00,Ewallet,598.98,4.76,29.95,8.5,2019-03-04,2,Spring,15,Noon,3,4,High,229858.77999999997
354,320-49-6392,C,Naypyitaw,Normal,Female,Electronic accessories,30.24,1,1.51,31.75,3/4/2019,15:44:00,Cash,30.24,4.76,1.51,8.4,2019-03-04,2,Spring,15,Noon,3,4,High,229890.52999999997
966,558-60-5016,A,Yangon,Normal,Female,Home and lifestyle,33.3,9,14.98,314.68,3/4/2019,15:27:00,Ewallet,299.7,4.76,14.98,7.2,2019-03-04,2,Spring,15,Noon,3,4,Moderate,230205.20999999996
399,346-12-3257,B,Mandalay,Member,Male,Electronic accessories,19.24,9,8.66,181.82,3/4/2019,16:28:00,Cash,173.16,4.76,8.66,8.0,2019-03-04,2,Spring,16,Noon,3,4,High,230387.02999999997
408,256-08-8343,A,Yangon,Normal,Female,Home and lifestyle,56.53,4,11.31,237.43,3/4/2019,19:48:00,Ewallet,226.12,4.76,11.31,5.5,2019-03-04,2,Spring,19,Evening,3,4,Low,230624.45999999996
43,228-96-1411,C,Naypyitaw,Member,Female,Food and beverages,98.7,8,39.48,829.08,3/4/2019,20:39:00,Cash,789.6,4.76,39.48,7.6,2019-03-04,2,Spring,20,Evening,3,4,High,231453.53999999995
21,371-85-5789,B,Mandalay,Normal,Male,Health and beauty,87.98,3,13.2,277.14,3/5/2019,10:40:00,Ewallet,263.94,4.76,13.2,5.1,2019-03-05,2,Spring,10,Morning,3,5,Very low,231730.67999999996
116,291-32-1427,B,Mandalay,Member,Male,Fashion accessories,21.94,5,5.48,115.18,3/5/2019,12:29:00,Ewallet,109.7,4.76,5.48,5.3,2019-03-05,2,Spring,12,Morning,3,5,Low,231845.85999999996
398,793-10-3222,B,Mandalay,Member,Female,Health and beauty,41.06,6,12.32,258.68,3/5/2019,13:30:00,Credit card,246.36,4.76,12.32,8.3,2019-03-05,2,Spring,13,Noon,3,5,High,232104.53999999995
493,148-82-2527,C,Naypyitaw,Member,Female,Home and lifestyle,12.12,10,6.06,127.26,3/5/2019,13:44:00,Credit card,121.2,4.76,6.06,8.4,2019-03-05,2,Spring,13,Noon,3,5,High,232231.79999999996
85,730-50-9884,C,Naypyitaw,Normal,Female,Sports and travel,83.06,7,29.07,610.49,3/5/2019,14:31:00,Ewallet,581.42,4.76,29.07,4.0,2019-03-05,2,Spring,14,Noon,3,5,Very low,232842.28999999995
78,829-49-1914,C,Naypyitaw,Member,Female,Food and beverages,78.31,10,39.16,822.26,3/5/2019,16:24:00,Ewallet,783.1,4.76,39.16,6.6,2019-03-05,2,Spring,16,Noon,3,5,Moderate,233664.54999999996
631,655-07-2265,A,Yangon,Normal,Male,Electronic accessories,78.31,3,11.75,246.68,3/5/2019,16:38:00,Ewallet,234.93,4.76,11.75,5.4,2019-03-05,2,Spring,16,Noon,3,5,Low,233911.22999999995
237,755-12-3214,C,Naypyitaw,Member,Female,Fashion accessories,44.22,5,11.06,232.16,3/5/2019,17:07:00,Credit card,221.1,4.76,11.06,8.6,2019-03-05,2,Spring,17,Evening,3,5,High,234143.38999999996
309,848-42-2560,A,Yangon,Normal,Female,Fashion accessories,81.91,2,8.19,172.01,3/5/2019,17:43:00,Cash,163.82,4.76,8.19,7.8,2019-03-05,2,Spring,17,Evening,3,5,High,234315.39999999997
727,174-64-0215,B,Mandalay,Normal,Male,Sports and travel,69.74,10,34.87,732.27,3/5/2019,17:49:00,Credit card,697.4,4.76,34.87,8.9,2019-03-05,2,Spring,17,Evening,3,5,Very High,235047.66999999995
72,510-95-6347,B,Mandalay,Member,Female,Food and beverages,48.52,3,7.28,152.84,3/5/2019,18:17:00,Ewallet,145.56,4.76,7.28,4.0,2019-03-05,2,Spring,18,Evening,3,5,Very low,235200.50999999995
99,733-01-9107,B,Mandalay,Normal,Male,Home and lifestyle,82.7,6,24.81,521.01,3/5/2019,18:14:00,Cash,496.2,4.76,24.81,7.4,2019-03-05,2,Spring,18,Evening,3,5,Moderate,235721.51999999996
776,102-77-2261,C,Naypyitaw,Member,Male,Health and beauty,65.31,7,22.86,480.03,3/5/2019,18:02:00,Credit card,457.17,4.76,22.86,4.2,2019-03-05,2,Spring,18,Evening,3,5,Very low,236201.54999999996
185,895-66-0685,B,Mandalay,Member,Male,Food and beverages,18.08,3,2.71,56.95,3/5/2019,19:46:00,Ewallet,54.24,4.76,2.71,8.0,2019-03-05,2,Spring,19,Evening,3,5,High,236258.49999999997
341,433-75-6987,B,Mandalay,Member,Female,Health and beauty,55.97,7,19.59,411.38,3/5/2019,19:06:00,Ewallet,391.79,4.76,19.59,8.9,2019-03-05,2,Spring,19,Evening,3,5,Very High,236669.87999999998
765,593-14-4239,B,Mandalay,Normal,Female,Home and lifestyle,95.46,8,38.18,801.86,3/5/2019,19:40:00,Ewallet,763.68,4.76,38.18,4.7,2019-03-05,2,Spring,19,Evening,3,5,Very low,237471.73999999996
492,608-04-3797,B,Mandalay,Member,Female,Health and beauty,25.32,8,10.13,212.69,3/5/2019,20:24:00,Ewallet,202.56,4.76,10.13,8.7,2019-03-05,2,Spring,20,Evening,3,5,High,237684.42999999996
394,885-17-6250,A,Yangon,Normal,Female,Health and beauty,79.74,1,3.99,83.73,3/6/2019,10:36:00,Ewallet,79.74,4.76,3.99,7.3,2019-03-06,2,Spring,10,Morning,3,6,Moderate,237768.15999999997
975,883-69-1285,B,Mandalay,Member,Male,Fashion accessories,49.92,2,4.99,104.83,3/6/2019,11:55:00,Credit card,99.84,4.76,4.99,7.0,2019-03-06,2,Spring,11,Morning,3,6,Moderate,237872.98999999996
63,199-75-8169,A,Yangon,Member,Male,Sports and travel,15.81,10,7.9,166.0,3/6/2019,12:27:00,Credit card,158.1,4.76,7.9,8.6,2019-03-06,2,Spring,12,Morning,3,6,High,238038.98999999996
369,254-31-0042,A,Yangon,Member,Male,Electronic accessories,21.5,9,9.68,203.18,3/6/2019,12:46:00,Credit card,193.5,4.76,9.68,7.8,2019-03-06,2,Spring,12,Morning,3,6,High,238242.16999999995
221,468-01-2051,B,Mandalay,Normal,Male,Food and beverages,62.08,7,21.73,456.29,3/6/2019,13:46:00,Ewallet,434.56,4.76,21.73,5.4,2019-03-06,2,Spring,13,Noon,3,6,Low,238698.45999999996
281,523-38-0215,C,Naypyitaw,Normal,Male,Home and lifestyle,37.0,1,1.85,38.85,3/6/2019,13:29:00,Credit card,37.0,4.76,1.85,7.9,2019-03-06,2,Spring,13,Noon,3,6,High,238737.30999999997
148,262-47-2794,B,Mandalay,Member,Male,Home and lifestyle,71.86,8,28.74,603.62,3/6/2019,15:07:00,Credit card,574.88,4.76,28.74,6.2,2019-03-06,2,Spring,15,Noon,3,6,Low,239340.92999999996
653,149-15-7606,B,Mandalay,Member,Male,Sports and travel,37.32,9,16.79,352.67,3/6/2019,15:31:00,Ewallet,335.88,4.76,16.79,5.1,2019-03-06,2,Spring,15,Noon,3,6,Very low,239693.59999999998
270,783-09-1637,B,Mandalay,Normal,Female,Sports and travel,67.43,5,16.86,354.01,3/6/2019,18:13:00,Ewallet,337.15,4.76,16.86,6.3,2019-03-06,2,Spring,18,Evening,3,6,Low,240047.61
131,802-70-5316,A,Yangon,Member,Female,Sports and travel,92.13,6,27.64,580.42,3/6/2019,20:34:00,Cash,552.78,4.76,27.64,8.3,2019-03-06,2,Spring,20,Evening,3,6,High,240628.03
893,715-20-1673,B,Mandalay,Normal,Male,Electronic accessories,28.38,5,7.1,149.0,3/6/2019,20:57:00,Cash,141.9,4.76,7.1,9.4,2019-03-06,2,Spring,20,Evening,3,6,Very High,240777.03
